fileIdentifier,language,character set,Hierarchy Level,Hierarchy Level Name,Metadata Point of Contact,Dataset URI,entryDate,title,alternateTitle,releaseDate,date type,citedResponsibleParty,abstract,Language,Character Set,Topic Category,surveyType,dataType,organisation name,party role,organisation name,party role,organisation name,party role,organisation name,party role,organisation name,party role,legislation,country,state,northBoundLatitude,southBoundLatitude,eastBoundLongitude,westBoundLongitude,Beginning Time,Ending Time,keyword,keyword,keyword,code,Access Constraints,Use Constraints,Security Constraints,supplementalInformation,userNote,surveyId
32409,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Detailed Grav,G0198551,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Dept of Mines Tasmania,principalInvestigator,,,,,,,,,,AUS,TAS,-41.033963,-42.875717,147.890133,145.097356,,,On,,,EPSG:4202,license,license,unclassified,,,198551
32411,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Boulia Grav Traverse,G0198602,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,,,BMR,resourceProvider,BMR,processor,,,,,,AUS,QLD,-22.2583,-23.0583,141.9462,138.8026,04/14/1986,5/08/1986,On,4W,,EPSG:4202,license,license,unclassified,,,198602
32412,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Corsair Detailed Grav - Kurnalpi,G0198603,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,BMR,principalInvestigator,BMR,resourceProvider,BMR,processor,,,,,,AUS,WA,-30.7159,-30.8066,121.6214,121.5679,06/26/1986,9/08/1986,On,FT,,EPSG:4202,license,license,unclassified,Survey continued in 198604,,198603
32413,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,"Beenleigh Block, Clarence-Moreton Basin Grav",G0198611,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,,,,,,,,,,,,AUS,QLD,-26.5985,-27.82933,153.33884,148.07784,,,On,,,EPSG:4202,license,license,unclassified,,,198611
32414,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Rugby Grav,G0198633,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Qld Dept of Mines,principalInvestigator,Qld Dept of Mines,resourceProvider,Qld Dept of Mines,processor,,,,,,AUS,QLD,-22.0651,-22.1914,147.88146,147.78968,07/23/1986,8/06/1986,On,4W,Toyota Landcruiser,EPSG:4202,license,license,unclassified,,,198633
32415,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,West Sahara Detailed Grav,G0198634,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Geoprospectors,principalInvestigator,,,,,,,,,,AUS,WA,-21.0659,-21.6909,123.4052,122.9168,10/01/1986,10/11/1986,On,4W,"Toyota 47 Tray, Nissan Navara",EPSG:4202,license,license,unclassified,,,198634
32416,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,"Shepparton detailed traverse, gravity",G0198641,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Dept Mines and Energy Vic,principalInvestigator,,,,,,,,,,AUS,VIC,-36.42196,-36.4271,145.37031,145.1856,,,On,,,EPSG:4202,license,license,unclassified,,,198641
32417,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Moe detailed gravity,G0198643,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Dept Mines and Energy Vic,principalInvestigator,,,,,,,,,,AUS,VIC,-38.25052,-38.26038,146.36659,146.35907,,,On,,,EPSG:4202,license,license,unclassified,,,198643
32418,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Matlock detailed gravity,G0198646,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Dept Mines and Energy Vic,principalInvestigator,,,,,,,,,,AUS,VIC,-37.81487,-37.89117,146.43127,146.35439,,,On,,,EPSG:4202,license,license,unclassified,,,198646
32419,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Kulgera Umbeara Grav Traverses,G0198655,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Geological Survey of NT,principalInvestigator,,,Geological Survey of NT,processor,,,,,,AUS,NT,-25.4542,-26.0386,134.0889,132.2318,5/01/1986,06/30/1986,On,4W,,EPSG:4202,license,license,unclassified,,,198655
32421,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Manara Grav,G0198701,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,BMR,principalInvestigator,,,BMR,processor,,,,,,AUS,NSW,-32.4222,-32.7305,143.2875,142.5444,3/09/1987,03/20/1987,On,4W,,EPSG:4202,license,license,unclassified,,,198701
32422,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,"Tumut Seismic Traverse, Grav",G0198702,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,BMR,principalInvestigator,,,BMR,processor,,,,,,AUS,NSW,-35.0134,-35.2639,148.4295,147.989,6/11/1986,04/27/1987,On,4W,,EPSG:4202,license,license,unclassified,,,198702
32423,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Bowen - Conway Grav Traverses,G0198704,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,BMR,principalInvestigator,BMR,resourceProvider,BMR,processor,,,,,,AUS,QLD,-20.9875,-21.3867,147.3987,147.3388,09/19/1987,10/01/1987,On,,,EPSG:4202,license,license,unclassified,,,198704
32424,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Bowen - Bimmera Grav Traverses,G0198705,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,BMR,principalInvestigator,BMR,resourceProvider,BMR,processor,,,,,,AUS,QLD,-21.0695,-21.0876,147.3805,147.3668,11/02/1987,11/05/1987,On,,,EPSG:4202,license,license,unclassified,,,198705
32425,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,"Bellata Area II, III, Moree Sheet Grav",G0198730,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,NSW Mines Dept,principalInvestigator,,,,,,,,,,AUS,NSW,-29.8612,-29.9608,149.841,149.6222,,,On,,,EPSG:4202,license,license,unclassified,,,198730
32426,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Victory-Sentinel Bore Grav,G0198735,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Geological Survey of NT,principalInvestigator,,,Geological Survey of NT,processor,,,,,,AUS,"NT,SA",-25.4938,-26.0175,133.0014,131.9984,04/22/1987,07/17/1987,On,4W,,EPSG:4202,license,license,unclassified,,,198735
32427,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Mildura detailed gravity,G0198741,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Dept Mines and Energy Vic,principalInvestigator,,,,,,,,,,AUS,VIC,-34.25005,-34.80205,142.64654,142.07489,,,On,,,EPSG:4202,license,license,unclassified,,,198741
32428,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Bourke Grav 1988,G0198801,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,BMR,principalInvestigator,BMR,resourceProvider,BMR,processor,,,,,,AUS,NSW,-28.61644,-30.9541,147.86083,145.22279,04/20/1988,12/08/1988,On,,,EPSG:4202,license,license,unclassified,All data marked unreliable. Survey does not fit in with surrounding data.,,198801
32429,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Ouyen Region Grav,G0198842,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Dept Minerals and Energy Vic,principalInvestigator,,,,,,,,,,AUS,VIC,-35.08488,-35.90205,141.52037,140.93723,,,On,,,EPSG:4202,license,license,unclassified,,,198842
32430,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,07/14/2003,Healesville detailed gravity,G0198844,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Dept Mines and Energy Vic,principalInvestigator,,,,,,,,,,AUS,VIC,-37.73839,-37.78481,145.65627,145.58259,,,On,,,EPSG:4202,license,license,unclassified,,,198844
