SURVEYID,TITLE,ABSTRACT,MINLON,MAXLON,MINLAT,MAXLAT,KEYWORD1,KEYWORD2,DATE
199402,Forbes regional infill gravity,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.00009,-33.99679,148.49917,147.00173,LAND,GRAV,5/01/1994
199406,"Duketon Infill Grav, 1994, WA",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-27,-27.99976,123,121.5,LAND,GRAV,6/01/1994
199408,Sir Samuel Infill Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-27.65181,-27.79154,120.9098,120.64639,LAND,GRAV,8/01/1994
199410,Duchess E-W Seismic Line Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.67,-21.24179,140.50833,139.68942,LAND,GRAV,6/01/1994
199420,Botany-Banksmeadow Grav Honours Project,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.9475,-33.9633,151.2182,151.1878,LAND,GRAV,05/25/1994
199532,Mildura Grav Northwest Initiative,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-34.10368,-35.01111,142.35956,140.95997,LAND,GRAV,1/01/1995
199433,532 Mildura Grav Northwest Initiative,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-34.18496,-34.27993,142.16496,140.96182,LAND,GRAV,11/01/1994
199435,Willaura Infill,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-37.609234,-37.719246,142.69678,142.597478,LAND,GRAV,
199442,Hughenden,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.95871,-20.72804,146.0204,144.9122,LAND,GRAV,
199489,The Granites Detailed,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.4167,-20.75,130.4167,129.8333,LAND,GRAV,5/01/1994
199490,Sydney-Hobart Calibration Line,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,3/01/1994
199491,Cloncurry AFGN,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.67,-20.67,140.50833,140.50833,LAND,GRAV,7/01/1994
199492,Canberra-Bombala AFGN Tie,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-36.91333,-36.91333,149.24165,149.24165,LAND,GRAV,8/01/1994
199501,Kalgoorlie Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.00083,-31.00031,121.49846,120.4779,LAND,GRAV,8/01/1995
199533,Northwest Initiative Hamilton 1:250000 Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-36.97079,-37.82285,142.0011,140.96982,LAND,GRAV,9/05/1995
199540,Queensland AFGN,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
199561,Savory Basin Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-23.13135,-25.36828,123.70038,122.06762,LAND,GRAV,
199590,Victorian AFGN 1995 Re-establishment,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.96,-38.56474,149.91833,139.985,LAND,GRAV,4/04/1995
199603,Kurnalpi Grav Infill,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.99918,-31.00031,122.9839,121.44271,LAND,GRAV,5/01/1996
199604,Cobar Detailed Grav Traverses,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.155004,-32.001346,146.105985,145.016198,LAND,GRAV,11/19/1996
199621,Broken Hill,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,4/01/1996
199622,Cobar Fill-in,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.82967,-32.46157,146.47006,144.9524,LAND,GRAV,10/01/1996
199593,Discovery 2000,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.74578,-34.75212,146.76227,145.23242,LAND,GRAV,
197745,Stuart Shelf,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.76795,-31.89082,137.68324,137.44854,LAND,GRAV,
199523,Discovery 2000 Cargelligo Area H1,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.99954,-33.97639,146.22897,145.4842,LAND,GRAV,
199624,Broken Hill Grav Traverses along Seismic Lines,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.7416,-32.6458,143.1351,141.0012,LAND,GRAV,5/01/1996
199630,Casterton Coleraine Infill,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-37.497013,-38.03327,141.730189,140.965452,LAND,GRAV,
199631,Kaniva Infill,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-35.999228,-36.509347,141.49905,140.962939,LAND,GRAV,
199634,Ballarat Colac Infill,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-37.494816,-38.113032,144.00164,143.500198,LAND,GRAV,
199635,Creswick Infill,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-36.999141,-37.500094,143.9985,143.496414,LAND,GRAV,
199636,Bendigo Infill,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-36.496742,-37.00256,144.50205,144.001399,LAND,GRAV,
199637,Charlton Infill,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-35.999271,-36.501419,143.50158,142.999447,LAND,GRAV,
198758,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.73083,-26.00001,132.00833,131.99721,LAND,GRAV,
198858,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-24.84778,-25.34333,131.07222,128.96944,LAND,GRAV,
198958,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.46611,-26.00417,132.0111,131.51111,LAND,GRAV,
199181,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.0976,-25.44262,131.37114,130.61851,LAND,GRAV,
199281,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.18748,-25.99991,131.99853,131.38162,LAND,GRAV,
199381,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.44643,-25.82545,131.82752,131.6791,LAND,GRAV,
199382,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-24.92788,-25.25965,131.99624,131.56626,LAND,GRAV,
199383,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.35271,-26,131.23342,131.18405,LAND,GRAV,
199384,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.72112,-25.99984,131.96131,131.50947,LAND,GRAV,
199481,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.30148,-25.5503,130.9963,130.08855,LAND,GRAV,
199482,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.30138,-25.99995,131.22763,130.40492,LAND,GRAV,
199483,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.15517,-26.0004,132.00055,130.50518,LAND,GRAV,
199484,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.20544,-26.03704,131.6764,130.47388,LAND,GRAV,
199681,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.22422,-26.01809,130.14771,129.43359,LAND,GRAV,
199682,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.04919,-26.00692,129.97439,128.99855,LAND,GRAV,
199781,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-24.55778,-26.00135,132.00281,128.99928,LAND,GRAV,
199680,"McKinlay River Grav Traverses North, South",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-13.0582,-13.1803,131.8113,131.5886,LAND,GRAV,9/02/1996
199683,NT Road Surveys 1987-1997 Musgrave Block,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-24.38219,-26.01662,131.96666,129,LAND,GRAV,
199692,Menzies-Kalgoorlie-Norseman AFGN Ties,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.695,-32.20667,121.75667,121.02667,LAND,GRAV,
199691,Canberra Absolute AFGN Tie,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,01/31/1996
199699,Mt Stromlo Absolute Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,2/01/1996
199701,Cairns Grav - Cities Project,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-16.480612,-17.625764,145.822014,145.073016,LAND,GRAV,02/28/1997
199704,Kurnalpi Detailed - Eastern Goldfields Grav,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.00561,-30.44892,122.91473,122.26466,LAND,GRAV,08/19/1997
199801,Goulburn Infill Follow Up,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.9995,-34.8691,149.9993,149.0173,LAND,GRAV,01/21/1998
199730,"Ararat 1:100,000 Infill",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-36.996987,-37.501996,143.00168,142.501268,LAND,GRAV,
199731,Horsham Infill,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-35.9994,-36.999913,143.0105,140.999681,LAND,GRAV,
199732,Ouyen Infill,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-35.000141,-36.498797,142.49861,141.496877,LAND,GRAV,
